48.79600143,47.22200012,48.59999847,48.17399979
49.18999863,47.82600021,48.29999924,48.93799973
48.93000031,47.88600159,48.65800095,48.62599945
46.89599991,44.85599899,46.37200165,46.60599899
46.95600128,45.61399841,46.3219986,46.2859993
47.7120018,45.70999908,45.95999908,47.54399872
48.7879982,46.90000153,47.17399979,48.00999832
49.45999908,48.13000107,48.26399994,48.90599823
49.85599899,48.31600189,49.05599976,48.94800186
50.2159996,49.36199951,49.43000031,49.57799911
51.70999908,49.42599869,49.58000183,51.39199829
52,50.82400131,51.54000092,51.57799911
52.41999817,51.38399887,51.47800064,51.95000076
52.95600128,52.0340004,52.5,52.39400101
52.56000137,51.02000046,52.13999939,51.38999939
51.90000153,50.0359993,51.66600037,50.70000076
51.66600037,50.16999817,50.86399841,51.11600113
51.22800064,50.27000046,50.90000153,50.93600082
60.98600006,57.84000015,59.67399979,59.93600082
66,59.22200012,59.54399872,65.62599945
68.16799927,64.51999664,65.50800323,65.54199982
64.86000061,62.95000076,63.9980011,63.24399948
63.75799942,61.99399948,62.59999847,63.0019989
63.79999924,62.59999847,62.61999893,62.98400116
63.29600143,61.95999908,63.26399994,62.66199875
64.38800049,61.85200119,62.95999908,63.49399948
64.70200348,63.22399902,63.92399979,63.44400024
65.34400177,62.90000153,63.59999847,65.31600189
68.30000305,65.60399628,65.82800293,67.10800171
67.49199677,66.5,66.90000153,67.4280014
69.83799744,68.40000153,68.79000092,69.01799774
70.0739975,68.80799866,69.37999725,69.98600006
71.26599884,69.03600311,71,69.22200012
70.76799774,68.58200073,69.22200012,69.87000275
70.55999756,69.67199707,70.12799835,70.43399811
70.62999725,69.22000122,70.58399963,69.9980011
71.9980011,69.55999756,70.34999847,71.90399933
72.23999786,69.91400146,72,70.44400024
72.16799927,70.80000305,70.90200043,70.96600342
68.19999695,66,68.03199768,66.60800171
68.91400146,66.89199829,68.86399841,67.26799774
67.09999847,65.41999817,67.05400085,65.78399658
66.78600311,65.71399689,66.22399902,66.25800323
66.2519989,65.5,66.22200012,65.98799896
67.27600098,65.73799896,65.87999725,66.97399902
67.58200073,66.43800354,66.52400208,67.23999786
67.5719986,66.56999969,67.55000305,66.60600281
66.88400269,65.44999695,66.56600189,66.0739975
67.77200317,66.95400238,67,67.1780014
68.88999939,67.01599884,67.31800079,67.90599823
70.14600372,67.86199951,67.99199677,69.76799774
71.43800354,70.21800232,70.37599945,70.54000092
72.54799652,70.64600372,70.98400116,71.93599701
73.04199982,70.9280014,72.20999908,71.6780014
76.72200012,72.5,72.51000214,76.30000305
77.09999847,75.18000031,75.79799652,75.79799652
79.04399872,76.11599731,76.12599945,78.62999725
81.37000275,79.30000305,79.46399689,80.80799866
82.59999847,80.03800201,82.05799866,81.11799622
84.40200043,82,82.35600281,83.84400177
85.09400177,82.53800201,83.67199707,85.05000305
86.69599915,85.26999664,85.58200073,86.18800354
87.06199646,85.22200012,87,86.0759964
85.80000305,81.85199738,85.75800323,82.94000244
84.25800323,80.41600037,81,83.66600037
86.13999939,84.34200287,84.90000153,86.05200195
90.80000305,87.38400269,88.09999847,88.60199738
90.31199646,88,88.09400177,90.30799866
94.3259964,90.67199707,92.27999878,93.81199646
99.69799805,93.64600372,94.73999786,98.4280014
99.76000214,94.5739975,99.41999817,96.26799774
96.98799896,94.73999786,96.35800171,95.62999725
105.1259995,98.40000153,98.69999695,104.9720001
109.4820023,104.9800034,108.8519974,107.5839996
107.5680008,103.3580017,105.9520035,103.6999969
102.8919983,98.43399811,98.75,102.697998
103.1340027,100.6320038,101.5220032,102.0999985
109.7160034,105.6819992,106.0500031,109.4400024
118.9000015,111.8199997,114.3779984,113.9120026
116.4000015,111.1200027,112.8499985,114.4400024
114.7720032,110.8519974,114.1259995,112.9639969
112.8880005,107.8560028,108.3980026,111.6039963
115.3619995,111.6159973,113.697998,113.3799973
117.9599991,113.4860001,115.1380005,116.197998
130.1759949,123.5999985,126.4840012,128.1620026
130.6000061,126.5039978,128,130.1139984
157.2279968,134.7039948,134.7380066,156
193.7980042,166.776001,176.5919952,177.4120026
169.1959991,140.8220062,164.6519928,146.9400024
159.1660004,137.3999939,139.9839935,149.7920074
153.9499969,146,146.1100006,149.6139984
163.9980011,150.4799957,160,154.2559967
156.7019958,151.6000061,153.7579956,154.8760071
157.9499969,152.673996,155.5740051,153.4579926
163.6000061,147,148.3679962,160.8000031
162.5939941,157.1000061,157.4440002,160.0059967
172,166.4720001,168.3200073,171.6799927
188.9559937,180.2039948,184.6999969,183.4839935
182.3999939,171.9880066,182.3899994,179.8820038
182.6119995,176.0899963,181.3959961,180.1999969
172.6999969,164.4400024,167.8000031,166.7579956
171.3200073,157.3999939,169.8000031,159.9819946
162.6620026,155.2220001,156.5,155.7599945
147.9539948,133.8000031,146,135.8000031
138.1040039,122.3040009,125.9400024,133.5980072
148.7380066,137.3339996,142.2519989,148.723999
161.3959961,143.2220001,161,149.102005
153.3040009,144.9459991,152.7920074,149.8999939
149.1499939,143.6139984,144.7539978,144.9080048
141.3999939,136.8540039,138,140.6959991
132.6000061,121,121.0780029,121.5999985
133.6000061,121.5999985,131.8860016,129.0659943
130.7160034,122.5999985,128.0399933,126.8460007
118.9000015,109.25,116.1780014,112.1100006
121.5139999,100.4000015,119,109.3239975
98.97399902,88.43399811,93.90000153,89.01399994
94.37000275,79.19999695,88.0019989,86.04000092
80.97200012,70.10199738,77.80000305,72.2440033
